timestamp,ch1,ch2,ch3,ch4,ch5
1741845791.0578437,746.09375,213.8671875,-156.25,-59.5703125,-118.65234375
1741845791.06175,-485.3515625,206.54296875,-158.69140625,-84.47265625,-79.1015625
1741845791.0656562,-1000.0,201.171875,-168.45703125,-119.62890625,-5.859375
1741845791.0695624,-581.54296875,196.2890625,-176.7578125,-93.26171875,18.5546875
1741845791.0734687,805.17578125,192.3828125,-179.19921875,-56.15234375,38.0859375
1741845791.077375,778.80859375,191.89453125,-171.875,-58.59375,76.66015625
1741845791.0812812,-533.203125,187.01171875,-177.24609375,-84.47265625,194.82421875
1741845791.0851874,-1000.0,177.24609375,-186.03515625,-121.09375,11.23046875
1741845791.0890937,-582.03125,172.36328125,-173.828125,-117.67578125,-112.79296875
1741845791.092125,681.15234375,167.48046875,-177.734375,-53.7109375,-35.15625
1741845791.0960312,-949.70703125,171.875,-180.6640625,-38.0859375,-54.6875
1741845791.0999374,-59.08203125,155.2734375,-173.33984375,-81.0546875,-60.546875
1741845791.1038437,-1000.0,125.48828125,-172.36328125,-108.88671875,-65.4296875
1741845791.10775,-743.1640625,131.34765625,-177.734375,-105.46875,-16.11328125
1741845791.1116562,487.3046875,136.23046875,-178.7109375,-49.8046875,73.73046875
1741845791.1155624,-902.34375,124.0234375,-182.6171875,-21.484375,79.1015625
1741845791.1194687,6.8359375,114.74609375,-185.05859375,-63.4765625,36.62109375
1741845791.123375,-1000.0,107.91015625,-184.5703125,-117.67578125,158.69140625
1741845791.1272812,-985.83984375,94.7265625,-205.56640625,-120.1171875,299.8046875
1741845791.1311874,141.11328125,87.40234375,-216.796875,-79.1015625,49.31640625
1741845791.1350937,-859.375,89.84375,-207.03125,-51.26953125,-64.453125
1741845791.136125,160.64453125,86.9140625,-213.8671875,-69.3359375,-55.17578125
1741845791.1400313,-994.62890625,75.1953125,-222.16796875,-114.74609375,-121.09375
1741845791.1439376,-1000.0,70.3125,-227.05078125,-140.625,-131.34765625
1741845791.1478438,80.078125,66.89453125,-231.4453125,-122.0703125,-60.546875
1741845791.15175,-841.30859375,58.59375,-238.76953125,-104.98046875,-3.90625
1741845791.1556563,311.5234375,51.7578125,-249.0234375,-124.0234375,9.765625
1741845791.1595626,-890.13671875,58.10546875,-243.65234375,-145.01953125,-32.71484375
1741845791.1634688,-1000.0,73.73046875,-225.5859375,-139.16015625,15.13671875
1741845791.167375,-261.71875,78.61328125,-227.5390625,-102.05078125,130.37109375
1741845791.1712813,-898.4375,76.66015625,-238.28125,-74.21875,-6.8359375
1741845791.1751876,501.46484375,68.359375,-225.09765625,-87.890625,-79.58984375
1741845791.1790938,-797.36328125,52.734375,-211.42578125,-115.234375,-49.31640625
1741845791.182125,-1000.0,37.59765625,-218.26171875,-134.27734375,-26.85546875
1741845791.1860313,-179.19921875,32.2265625,-223.14453125,-135.7421875,-37.59765625
1741845791.1899376,-909.66796875,31.25,-212.40234375,-104.98046875,-1.46484375
1741845791.1938438,549.31640625,27.83203125,-206.54296875,-88.8671875,99.12109375
1741845791.19775,-656.73828125,29.78515625,-201.171875,-120.60546875,23.4375
1741845791.2016563,-1000.0,33.203125,-185.05859375,-149.90234375,-30.76171875
1741845791.2055626,-366.69921875,35.15625,-174.8046875,-130.859375,53.7109375
1741845791.2094688,981.4453125,41.015625,-168.9453125,-64.94140625,233.3984375
1741845791.213375,732.421875,46.875,-175.78125,-67.3828125,216.796875
1741845791.2172813,-443.84765625,41.9921875,-187.98828125,-112.3046875,-61.5234375
1741845791.2211876,-1000.0,38.0859375,-185.05859375,-129.39453125,-133.30078125
1741845791.2250938,-441.89453125,44.921875,-183.59375,-117.1875,-98.6328125
1741845791.226125,882.32421875,50.29296875,-190.4296875,-78.61328125,-88.8671875
1741845791.2300313,956.54296875,47.36328125,-190.4296875,-80.078125,-89.35546875
1741845791.2339375,-199.21875,53.22265625,-182.6171875,-104.98046875,-31.73828125
1741845791.2378438,-1000.0,62.5,-188.4765625,-145.99609375,-18.06640625
1741845791.24175,-648.4375,60.05859375,-193.84765625,-152.83203125,-92.7734375
1741845791.2456563,686.5234375,59.5703125,-189.94140625,-95.21484375,-77.63671875
1741845791.2495625,899.4140625,62.01171875,-189.453125,-67.3828125,90.33203125
1741845791.2534688,-380.859375,56.640625,-196.2890625,-108.3984375,201.66015625
1741845791.257375,-1000.0,51.7578125,-205.078125,-162.59765625,-28.3203125
1741845791.2612813,-731.4453125,51.26953125,-200.68359375,-159.1796875,-146.97265625
1741845791.2651875,450.1953125,46.875,-196.77734375,-93.75,-53.7109375
1741845791.2690938,-886.71875,30.76171875,-193.84765625,-47.8515625,-55.17578125
1741845791.271125,59.08203125,-62.01171875,-190.4296875,-79.1015625,-119.140625
1741845791.2750313,-1000.0,-219.7265625,-186.5234375,-138.671875,-97.65625
1741845791.2789376,-916.015625,-337.890625,-186.5234375,-146.484375,-27.83203125
1741845791.2828438,291.9921875,-416.9921875,-190.4296875,-83.0078125,-41.50390625
1741845791.28675,-960.9375,-439.94140625,-188.96484375,-68.84765625,-51.26953125
1741845791.2906563,-71.2890625,-417.48046875,-181.640625,-127.44140625,-8.30078125
1741845791.2945626,-1000.0,-414.55078125,-174.8046875,-154.78515625,224.12109375
1741845791.2984688,-1000.0,-419.43359375,-176.7578125,-130.859375,283.69140625
1741845791.302375,39.0625,-427.734375,-179.19921875,-75.68359375,79.58984375
1741845791.3062813,-829.1015625,-437.98828125,-172.8515625,-36.1328125,7.8125
1741845791.3101876,187.5,-450.68359375,-165.0390625,-27.34375,136.23046875
1741845791.3140938,-1000.0,-459.47265625,-170.41015625,-78.61328125,81.0546875
1741845791.316125,-1000.0,-454.58984375,-170.8984375,-111.328125,-132.32421875
1741845791.3200312,-21.484375,-441.89453125,-167.96875,-65.91796875,-47.8515625
1741845791.3239374,-881.34765625,-428.22265625,-175.78125,-19.04296875,-14.16015625
1741845791.3278437,556.15234375,-410.64453125,-183.10546875,-11.23046875,-101.07421875
1741845791.33175,-648.92578125,-386.71875,-174.31640625,-36.1328125,-135.25390625
1741845791.3356562,-1000.0,-354.98046875,-159.66796875,-66.40625,36.62109375
1741845791.3395624,-338.37890625,-334.47265625,-168.45703125,-66.89453125,184.08203125
1741845791.3434687,-968.26171875,-321.77734375,-182.6171875,-57.12890625,35.64453125
1741845791.347375,670.8984375,-308.59375,-178.7109375,-73.2421875,-51.26953125
1741845791.3512812,-583.984375,-286.62109375,-166.50390625,-87.890625,62.98828125
1741845791.3551874,-1000.0,-264.6484375,-170.8984375,-136.71875,47.8515625
1741845791.3590937,-264.6484375,-251.953125,-178.22265625,-141.6015625,-144.53125
1741845791.376125,996.09375,-231.93359375,-165.52734375,-83.0078125,-132.8125
1741845791.3800313,866.69921875,-225.09765625,-168.9453125,-69.3359375,-75.1953125
1741845791.3839376,-248.53515625,-213.37890625,-175.78125,-115.72265625,-102.05078125
1741845791.3878438,-1000.0,-189.453125,-179.19921875,-161.1328125,-143.5546875
1741845791.39175,-405.76171875,-171.875,-179.6875,-140.13671875,-111.328125
1741845791.3956563,899.90234375,-160.64453125,-183.10546875,-83.49609375,46.875
1741845791.3995626,953.61328125,-140.13671875,-189.453125,-69.82421875,72.265625
1741845791.4034688,-188.96484375,-124.51171875,-187.01171875,-107.91015625,-48.33984375
1741845791.407375,-1000.0,-115.72265625,-189.453125,-174.8046875,-109.375
1741845791.4112813,-776.85546875,-100.09765625,-189.453125,-170.41015625,98.6328125
1741845791.4151876,431.640625,-88.8671875,-194.3359375,-94.7265625,164.0625
1741845791.4190938,-917.96875,-73.2421875,-196.2890625,-78.125,-70.3125
1741845791.421125,-6.8359375,-53.7109375,-183.10546875,-97.65625,-11.23046875
1741845791.4250312,-1000.0,-43.45703125,-179.19921875,-137.20703125,-29.296875
1741845791.4289374,-659.1796875,-35.64453125,-185.05859375,-151.3671875,-105.95703125
1741845791.4328437,616.2109375,-16.6015625,-179.6875,-97.65625,-106.93359375
1741845791.43675,-911.1328125,12.6953125,-166.9921875,-39.55078125,-47.36328125
1741845791.4406562,59.08203125,32.2265625,-163.57421875,-51.26953125,-3.90625
1741845791.4445624,-1000.0,41.9921875,-169.43359375,-108.88671875,-74.21875
1741845791.4484687,-860.3515625,54.19921875,-173.828125,-123.53515625,-148.4375
1741845791.452375,292.96875,71.77734375,-164.55078125,-99.609375,-14.16015625
1741845791.4562812,-854.98046875,81.54296875,-166.9921875,-118.1640625,181.640625
1741845791.4601874,357.421875,90.33203125,-170.41015625,-145.99609375,-16.6015625
1741845791.4640937,-918.45703125,104.4921875,-158.69140625,-161.62109375,-110.83984375
1741845791.467125,-1000.0,104.98046875,-159.66796875,-168.45703125,-68.359375
1741845791.4710312,155.76171875,106.93359375,-163.57421875,-135.7421875,-61.5234375
1741845791.4749374,-852.5390625,118.1640625,-154.78515625,-98.14453125,24.4140625
1741845791.4788437,405.2734375,124.51171875,-152.34375,-104.4921875,12.6953125
1741845791.48275,-834.9609375,121.09375,-164.55078125,-149.90234375,19.53125
1741845791.4866562,-1000.0,123.046875,-168.45703125,-184.08203125,111.328125
1741845791.4905624,-60.05859375,135.25390625,-155.76171875,-141.11328125,61.03515625
1741845791.4944687,-854.00390625,142.08984375,-148.92578125,-93.26171875,-34.1796875
1741845791.498375,377.44140625,151.3671875,-148.92578125,-95.21484375,140.625
1741845791.5022812,-884.27734375,145.5078125,-159.1796875,-125.9765625,210.44921875
1741845791.5061874,-1000.0,139.6484375,-167.48046875,-171.38671875,-94.7265625
1741845791.5100937,-85.44921875,157.71484375,-164.55078125,-146.484375,-82.03125
1741845791.511125,-949.70703125,165.52734375,-170.41015625,-95.703125,-19.04296875
1741845791.5150313,813.96484375,174.31640625,-173.33984375,-112.79296875,-112.3046875
1741845791.5189376,-316.40625,170.41015625,-177.734375,-170.8984375,-119.140625
1741845791.5228438,-1000.0,163.0859375,-177.734375,-207.51953125,-96.19140625
1741845791.52675,-244.62890625,170.41015625,-172.8515625,-179.6875,-48.828125
1741845791.5306563,-988.28125,173.828125,-169.43359375,-132.32421875,12.20703125
1741845791.5345626,887.6953125,171.38671875,-172.8515625,-130.37109375,38.0859375
1741845791.5384688,-230.46875,167.96875,-165.52734375,-144.04296875,83.984375
1741845791.542375,-1000.0,158.69140625,-164.55078125,-155.76171875,218.26171875
1741845791.5462813,-296.38671875,148.92578125,-183.59375,-181.640625,40.52734375
1741845791.5501876,939.94140625,148.4375,-179.19921875,-158.203125,-103.515625
1741845791.5540938,-968.26171875,140.625,-170.8984375,-141.6015625,-25.390625
1741845791.556125,106.93359375,137.20703125,-173.828125,-185.546875,-93.75
1741845791.5600312,-1000.0,143.06640625,-176.7578125,-224.609375,-145.01953125
1741845791.5639374,-449.21875,139.16015625,-179.19921875,-215.33203125,-114.74609375
1741845791.5678437,845.21484375,141.6015625,-182.6171875,-160.15625,-45.8984375
1741845791.57175,-917.96875,147.94921875,-179.19921875,-140.13671875,-24.90234375
1741845791.5756562,155.2734375,151.3671875,-175.29296875,-177.24609375,-7.32421875
1741845791.5795624,-1000.0,154.78515625,-180.17578125,-229.4921875,-46.38671875
1741845791.5834687,-825.1953125,159.66796875,-182.12890625,-238.76953125,136.23046875
1741845791.587375,358.88671875,158.69140625,-192.3828125,-184.08203125,363.76953125
1741845791.5912812,-861.328125,160.15625,-194.3359375,-146.484375,85.44921875
1741845791.5951874,406.25,174.31640625,-180.17578125,-160.15625,-74.21875
1741845791.5990937,-962.890625,174.8046875,-184.5703125,-187.01171875,6.34765625
1741845791.601125,-745.60546875,164.55078125,-195.80078125,-215.33203125,-57.6171875
1741845791.6050313,562.5,166.50390625,-194.3359375,-202.1484375,-120.1171875
1741845791.6089375,-919.43359375,174.8046875,-184.5703125,-151.3671875,-68.359375
1741845791.6128438,654.78515625,173.828125,-177.734375,-154.78515625,-45.8984375
1741845791.61675,-614.2578125,171.38671875,-179.6875,-223.6328125,-83.984375
1741845791.6206563,-894.04296875,173.828125,-185.546875,-261.71875,-89.84375
1741845791.6245625,407.2265625,174.31640625,-182.6171875,-193.359375,40.0390625
1741845791.6284688,-936.5234375,169.921875,-183.10546875,-134.765625,182.6171875
1741845791.632375,805.17578125,173.33984375,-193.84765625,-166.50390625,-14.6484375
1741845791.6362813,-381.8359375,187.01171875,-189.94140625,-208.984375,-122.55859375
1741845791.6401875,-1000.0,186.5234375,-188.96484375,-225.5859375,-58.10546875
1741845791.6440938,248.046875,181.15234375,-195.3125,-178.7109375,44.43359375
1741845791.647125,-932.6171875,179.6875,-198.73046875,-134.765625,48.33984375
1741845791.6510313,874.51171875,176.7578125,-192.3828125,-129.8828125,-65.4296875
1741845791.6549375,-259.27734375,178.22265625,-187.98828125,-161.1328125,1.46484375
1741845791.6588438,-1000.0,169.43359375,-195.80078125,-197.265625,-23.92578125
1741845791.66275,86.42578125,164.55078125,-199.21875,-157.2265625,-107.91015625
1741845791.6666563,-880.37109375,166.50390625,-193.359375,-89.84375,-82.51953125
1741845791.6705625,664.0625,154.296875,-186.5234375,-76.171875,154.78515625
1741845791.6744688,-501.953125,156.25,-188.96484375,-117.67578125,242.1875
1741845791.678375,-1000.0,160.64453125,-190.91796875,-179.6875,-51.26953125
1741845791.6822813,-95.703125,155.76171875,-188.96484375,-146.484375,-85.44921875
1741845791.6861875,-994.62890625,154.296875,-192.87109375,-86.9140625,62.5
1741845791.6900938,-999.51171875,150.390625,-204.58984375,-121.58203125,9.765625
1741845791.691125,91.796875,137.6953125,-207.03125,-170.41015625,-104.00390625
1741845791.6950312,-1000.0,126.46484375,-203.125,-171.875,-83.984375
1741845791.6989374,-293.45703125,123.53515625,-208.984375,-150.390625,67.3828125
1741845791.7028437,969.7265625,128.41796875,-215.8203125,-127.44140625,37.59765625
1741845791.70675,-965.33203125,132.32421875,-211.9140625,-100.5859375,-126.46484375
1741845791.7106562,70.3125,124.0234375,-208.984375,-126.953125,68.84765625
1741845791.7145624,-1000.0,111.328125,-219.7265625,-161.1328125,276.3671875
1741845791.7184687,-462.40234375,97.16796875,-235.3515625,-166.9921875,-6.34765625
1741845791.722375,833.984375,92.7734375,-233.3984375,-110.83984375,-186.5234375
1741845791.7262812,-941.89453125,89.84375,-223.6328125,-81.54296875,-45.8984375
1741845791.7301874,149.90234375,82.51953125,-220.703125,-138.671875,-10.7421875
1741845791.7340937,-1000.0,88.37890625,-221.6796875,-192.3828125,-93.26171875
1741845791.751125,-685.546875,94.7265625,-221.19140625,-190.4296875,-92.28515625
1741845791.7550313,569.82421875,93.26171875,-225.09765625,-136.71875,-6.34765625
1741845791.7589376,-865.72265625,81.0546875,-228.515625,-107.421875,19.53125
1741845791.7628438,276.85546875,76.66015625,-224.609375,-134.27734375,-63.4765625
1741845791.76675,-971.19140625,70.80078125,-222.16796875,-166.50390625,-83.0078125
1741845791.7706563,-821.2890625,63.4765625,-224.609375,-165.52734375,-31.25
1741845791.7745626,337.890625,64.94140625,-234.375,-142.08984375,54.19921875
1741845791.7784688,-860.3515625,63.96484375,-231.93359375,-129.8828125,102.5390625
1741845791.782375,332.51953125,53.22265625,-225.5859375,-131.8359375,16.6015625
1741845791.7862813,-935.05859375,50.29296875,-219.23828125,-148.4375,163.0859375
1741845791.7901876,-994.140625,43.45703125,-230.46875,-171.38671875,270.01953125
1741845791.7940938,169.921875,36.1328125,-240.234375,-159.66796875,7.32421875
1741845791.797125,-875.48828125,40.52734375,-220.703125,-98.6328125,-64.94140625
1741845791.8010314,546.875,53.22265625,-213.8671875,-90.33203125,-37.109375
1741845791.8049376,-692.3828125,51.7578125,-213.37890625,-139.6484375,-106.93359375
1741845791.8088439,-1000.0,44.43359375,-207.51953125,-170.41015625,-131.8359375
1741845791.81275,10.7421875,61.03515625,-202.63671875,-135.25390625,-39.0625
1741845791.8166564,-888.671875,74.21875,-193.84765625,-84.47265625,53.7109375
1741845791.8205626,588.8671875,78.125,-181.640625,-81.54296875,12.20703125
1741845791.8244689,-587.40234375,75.1953125,-170.8984375,-107.421875,-106.4453125
1741845791.828375,-1000.0,82.51953125,-154.78515625,-112.79296875,10.7421875
1741845791.8322814,-372.55859375,91.796875,-152.83203125,-77.63671875,276.3671875
1741845791.8361876,952.63671875,91.30859375,-169.43359375,-43.45703125,96.6796875
1741845791.8400939,860.3515625,97.16796875,-161.1328125,-16.11328125,-62.5
1741845791.841125,-338.8671875,100.09765625,-150.390625,-57.12890625,-38.0859375
1741845791.8450313,-1000.0,99.609375,-150.390625,-137.6953125,-78.125
1741845791.8489375,-228.02734375,110.3515625,-145.99609375,-145.01953125,-133.30078125
1741845791.8528438,-987.79296875,117.67578125,-144.04296875,-81.0546875,-67.87109375
1741845791.85675,901.85546875,117.1875,-135.7421875,-45.41015625,0.0
1741845791.8606563,-207.03125,128.41796875,-126.46484375,-61.03515625,-26.85546875
1741845791.8645625,-1000.0,145.99609375,-117.1875,-99.12109375,-60.05859375
1741845791.8684688,-436.5234375,166.015625,-104.00390625,-84.47265625,-1.46484375
1741845791.872375,841.30859375,174.31640625,-97.16796875,-2.9296875,221.6796875
1741845791.8762813,-948.2421875,173.33984375,-106.4453125,14.6484375,275.390625
1741845791.8801875,54.6875,175.29296875,-109.375,-23.92578125,-45.8984375
1741845791.8840938,-1000.0,171.875,-102.5390625,-51.7578125,-85.9375
1741845791.901125,-515.13671875,168.9453125,-107.91015625,-57.6171875,55.17578125
1741845791.9050312,781.25,167.48046875,-104.00390625,-15.625,-29.78515625
1741845791.9089375,-893.5546875,166.015625,-98.14453125,5.859375,-124.0234375
1741845791.9128437,153.3203125,172.36328125,-89.35546875,-0.9765625,-81.0546875
1741845791.91675,-1000.0,177.24609375,-83.0078125,-28.80859375,-37.59765625
1741845791.9206562,-699.70703125,190.4296875,-85.44921875,-33.203125,-51.26953125
1741845791.9245625,549.8046875,199.70703125,-86.42578125,11.71875,-44.43359375
1741845791.9284687,-922.36328125,200.68359375,-77.63671875,55.17578125,55.17578125
1741845791.932375,28.80859375,196.77734375,-84.9609375,41.50390625,163.57421875
1741845791.9362812,-1000.0,189.94140625,-104.00390625,-45.41015625,-47.36328125
1741845791.9401875,-803.22265625,189.453125,-108.3984375,-85.9375,-141.11328125
1741845791.9440937,373.53515625,186.03515625,-111.328125,-62.5,-46.875
1741845791.931125,-876.46484375,181.640625,-111.81640625,-4.8828125,-53.22265625
1741845791.9350312,483.88671875,176.7578125,-106.93359375,8.30078125,-88.8671875
1741845791.9389374,-796.38671875,170.41015625,-104.00390625,-50.78125,-60.05859375
1741845791.9428437,-1000.0,169.43359375,-114.2578125,-93.26171875,1.953125
1741845791.94675,168.9453125,172.8515625,-126.953125,-67.3828125,-29.78515625
1741845791.9506562,-861.328125,166.50390625,-127.44140625,-23.92578125,-16.6015625
1741845791.9545624,493.65234375,160.64453125,-130.859375,-23.92578125,14.16015625
1741845791.9584687,-769.04296875,151.85546875,-133.30078125,-61.5234375,-4.8828125
1741845791.962375,-1000.0,144.53125,-129.39453125,-97.16796875,-35.15625
1741845791.9662812,32.2265625,141.11328125,-126.953125,-70.80078125,-49.31640625
1741845791.9701874,-854.4921875,141.11328125,-123.046875,-16.11328125,-14.6484375
1741845791.9740937,445.3125,145.01953125,-116.2109375,-4.39453125,179.6875
1741845791.977125,-807.6171875,143.5546875,-124.0234375,-59.08203125,189.453125
1741845791.9810312,-1000.0,142.578125,-125.0,-106.4453125,-90.8203125
1741845791.9849374,-65.4296875,132.8125,-115.72265625,-73.2421875,-58.10546875
1741845791.9888437,-946.2890625,133.7890625,-114.2578125,-20.5078125,0.48828125
1741845791.99275,826.66015625,155.76171875,-115.72265625,-0.48828125,-44.921875
1741845791.9966562,-293.9453125,148.92578125,-115.234375,-49.31640625,-57.12890625
1741845792.0005624,-1000.0,131.34765625,-116.2109375,-99.609375,25.390625
1741845792.0044687,-462.40234375,114.74609375,-138.18359375,-87.890625,223.14453125
1741845792.008375,871.09375,104.4921875,-156.73828125,-56.15234375,31.25
1741845792.0122812,975.5859375,107.91015625,-148.4375,-47.8515625,-154.296875
1741845792.0161874,-168.45703125,114.2578125,-141.6015625,-77.63671875,-63.4765625
1741845792.0200937,-1000.0,116.69921875,-137.20703125,-124.0234375,-70.80078125
1741845792.021125,-376.46484375,117.67578125,-135.7421875,-125.9765625,-120.60546875
1741845792.0250313,894.04296875,117.67578125,-134.765625,-68.84765625,-70.80078125
1741845792.0289376,-967.28515625,122.55859375,-132.8125,-46.38671875,-40.0390625
1741845792.0328438,38.0859375,127.44140625,-127.44140625,-93.26171875,-74.70703125
1741845792.03675,-1000.0,122.55859375,-126.46484375,-137.20703125,-87.890625
1741845792.0406563,-604.98046875,121.09375,-132.8125,-119.140625,-47.36328125
1741845792.0445626,709.47265625,127.9296875,-134.765625,-52.24609375,218.75
1741845792.0484688,-960.44921875,124.0234375,-140.625,-38.0859375,268.06640625
1741845792.052375,16.11328125,110.83984375,-141.6015625,-90.8203125,18.5546875
1741845792.0562813,-1000.0,111.81640625,-140.13671875,-139.16015625,-62.5
1741845792.0601876,-869.62890625,116.2109375,-142.08984375,-144.53125,69.82421875
1741845792.0640938,334.9609375,117.67578125,-143.06640625,-115.234375,73.73046875
1741845792.066125,-833.49609375,118.65234375,-134.27734375,-98.6328125,-98.14453125
1741845792.0700312,291.015625,114.74609375,-126.46484375,-91.796875,-62.5
1741845792.0739374,-1000.0,109.86328125,-132.32421875,-122.0703125,-70.80078125
1741845792.0778437,-862.3046875,100.5859375,-138.671875,-157.2265625,-124.0234375
1741845792.08175,378.41796875,104.00390625,-140.13671875,-121.09375,-108.88671875
1741845792.0856562,-894.53125,110.3515625,-138.671875,-77.63671875,57.6171875
1741845792.0895624,239.74609375,100.09765625,-151.85546875,-95.703125,199.21875
1741845792.0934687,-927.734375,94.7265625,-168.9453125,-162.59765625,-7.8125
1741845792.097375,-966.30859375,98.6328125,-159.66796875,-184.08203125,-156.73828125
1741845792.1012812,183.59375,107.91015625,-145.01953125,-114.2578125,3.90625
1741845792.1051874,-880.37109375,115.72265625,-141.11328125,-60.546875,50.29296875
1741845792.1090937,556.15234375,115.72265625,-139.16015625,-79.1015625,-31.73828125
1741845792.127125,-676.7578125,107.421875,-138.18359375,-136.23046875,-57.6171875
1741845792.1310313,-1000.0,104.4921875,-131.34765625,-145.5078125,-18.5546875
1741845792.1349375,6.34765625,110.83984375,-125.0,-79.58984375,29.78515625
1741845792.1388438,-895.5078125,116.2109375,-123.53515625,-15.13671875,-37.59765625
1741845792.14275,680.6640625,118.1640625,-119.140625,-23.92578125,-74.70703125
1741845792.1466563,-527.34375,114.74609375,-116.2109375,-124.51171875,59.5703125
1741845792.1505625,-1000.0,108.88671875,-119.140625,-164.0625,109.86328125
